student_id,track,grade_level,academic_year,semester,gender,curriculum_relevance_rating,learning_pace_appropriateness,individual_support_availability,learning_style_accommodation,teaching_quality_rating,learning_environment_rating,peer_interaction_satisfaction,extracurricular_satisfaction,academic_progress_rating,skill_development_rating,critical_thinking_improvement,problem_solving_confidence,physical_safety_rating,psychological_safety_rating,bullying_prevention_effectiveness,emergency_preparedness_rating,mental_health_support_rating,stress_management_support,physical_health_support,overall_wellbeing_rating,overall_satisfaction,positive_aspects,improvement_suggestions,additional_comments,consent_given,ip_address,attendance_rate,grade_average,participation_score,extracurricular_hours,counseling_sessions,created_at,updated_at,learner_needs_index,satisfaction_score,success_index,safety_index,wellbeing_index
CSS-3302,CSS,11,2025-2026,2nd Semester,Other,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,Some improvements needed in teaching methods,The program meets basic expectations,Some areas need improvement,True,192.168.61.29,82.01,2.61,3,18,2,2025-07-21T15:10:03.956706,2025-07-21T15:10:03.956706,3.25,3.25,3.75,4.0,3.5
CSS-4900,CSS,12,2025-2026,2nd Semester,Female,3,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,2,2,3,2,"Some good points, some areas for improvement",Need better mental health support services,Not satisfied with the learning environment,True,192.168.154.32,73.59,1.29,2,10,2,2025-09-07T15:10:03.956706,2025-09-07T15:10:03.956706,2.5,2.75,2.5,2.5,2.25
CSS-4507,CSS,11,2025-2026,1st Semester,Male,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,"Some good points, some areas for improvement",Curriculum feels outdated and irrelevant,Feel overwhelmed and unsupported,True,192.168.249.71,78.91,1.91,2,14,3,2025-09-28T15:10:03.956706,2025-09-28T15:10:03.956706,2.25,2.25,3.0,3.0,2.75
CSS-7943,CSS,12,2025-2026,1st Semester,Male,2,3,3,3,2,3,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,Satisfactory learning environment,Resources and facilities need upgrading,Not satisfied with the learning environment,True,192.168.122.175,66.14,1.06,2,7,2,2025-07-06T15:10:03.956706,2025-07-06T15:10:03.956706,2.75,2.25,2.5,2.25,2.0
CSS-4926,CSS,11,2025-2026,1st Semester,Female,4,4,3,4,4,3,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,Some areas need improvement,Satisfactory learning environment,The curriculum could be more relevant to real-world applications,True,192.168.65.142,83.84,2.29,3,12,1,2025-06-08T15:10:03.956706,2025-06-08T15:10:03.956706,3.75,3.5,3.25,4.0,3.5
CSS-7438,CSS,11,2025-2026,2nd Semester,Male,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Love the hands-on learning approach,The curriculum could be more relevant to real-world applications,Very satisfied with the overall learning experience,True,192.168.238.251,94.71,3.83,4,8,1,2025-10-12T15:10:03.956706,2025-10-12T15:10:03.956706,5.0,5.0,5.0,5.0,5.0
CSS-7656,CSS,11,2025-2026,2nd Semester,Female,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,Satisfactory learning environment,Limited support for struggling students,Curriculum feels outdated and irrelevant,True,192.168.203.9,77.5,1.08,2,8,0,2025-05-25T15:10:03.956706,2025-05-25T15:10:03.956706,2.0,2.5,2.0,2.25,2.25
CSS-9295,CSS,11,2025-2026,1st Semester,Female,4,4,3,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,4,3,4,It's fine but could be more engaging,Satisfactory learning environment,It's fine but could be more engaging,True,192.168.17.91,86.37,2.52,3,13,2,2025-09-04T15:10:03.956706,2025-09-04T15:10:03.956706,3.5,3.5,3.75,4.0,3.25
CSS-3229,CSS,11,2025-2026,2nd Semester,Female,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,The program meets basic expectations,Need more individual support and attention,Need more individual support and attention,True,192.168.1.103,74.69,1.8,2,6,5,2025-09-19T15:10:03.956706,2025-09-19T15:10:03.956706,3.0,2.25,3.0,3.0,3.0
CSS-7722,CSS,11,2025-2026,1st Semester,Female,4,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,Some improvements needed in teaching methods,Some areas need improvement,Learning pace is okay but could be better,True,192.168.203.241,83.36,2.92,3,10,1,2025-07-19T15:10:03.956706,2025-07-19T15:10:03.956706,3.25,3.5,4.0,3.75,3.75
CSS-7791,CSS,12,2025-2026,2nd Semester,Male,2,3,2,2,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,Satisfactory learning environment,Limited support for struggling students,Not enough practical hands-on experience,True,192.168.95.47,76.27,0.82,2,12,3,2025-09-01T15:10:03.956706,2025-09-01T15:10:03.956706,2.25,2.75,2.0,2.5,2.25
CSS-4248,CSS,11,2025-2026,1st Semester,Prefer not to say,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,The curriculum could be more relevant to real-world applications,"Some good points, some areas for improvement","Some good points, some areas for improvement",True,192.168.68.180,83.52,2.9,3,5,0,2025-09-25T15:10:03.956706,2025-09-25T15:10:03.956706,3.5,3.75,4.0,4.0,3.5
CSS-2922,CSS,11,2025-2026,2nd Semester,Male,3,3,3,3,4,4,4,3,4,4,4,4,3,3,4,4,4,3,4,4,4,"Some good points, some areas for improvement",Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.4.184,91.26,2.68,3,16,1,2025-08-12T15:10:03.956706,2025-08-12T15:10:03.956706,3.0,3.75,4.0,3.5,3.75
CSS-5361,CSS,11,2025-2026,1st Semester,Other,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,The program meets basic expectations,The learning pace is too fast for me,Curriculum feels outdated and irrelevant,True,192.168.74.192,74.77,1.68,2,15,3,2025-08-26T15:10:03.956706,2025-08-26T15:10:03.956706,2.75,2.75,2.75,3.0,3.0
CSS-7693,CSS,12,2025-2026,1st Semester,Male,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,Average experience overall,"Some good points, some areas for improvement",Average experience overall,True,192.168.203.38,86.62,2.43,3,0,1,2025-06-04T15:10:03.956706,2025-06-04T15:10:03.956706,4.0,3.5,3.25,4.0,4.0
CSS-3182,CSS,12,2025-2026,1st Semester,Male,3,4,3,4,4,3,4,3,3,3,4,4,4,3,4,4,3,4,3,3,4,Satisfactory learning environment,It's fine but could be more engaging,Some areas need improvement,True,192.168.224.83,84.26,2.54,3,12,2,2025-07-08T15:10:03.956706,2025-07-08T15:10:03.956706,3.5,3.5,3.5,3.75,3.25
CSS-1962,CSS,12,2025-2026,1st Semester,Male,2,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,"Some good points, some areas for improvement",Feel overwhelmed and unsupported,Need better mental health support services,True,192.168.14.86,77.47,1.69,2,7,3,2025-06-25T15:10:03.956706,2025-06-25T15:10:03.956706,2.0,3.0,2.5,3.0,3.0
CSS-7466,CSS,12,2025-2026,2nd Semester,Male,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Good balance between theory and practical work,The curriculum could be more relevant to real-world applications,The teaching quality is excellent and very engaging,True,192.168.172.95,94.04,3.61,4,4,2,2025-07-31T15:10:03.956706,2025-07-31T15:10:03.956706,4.75,5.0,5.0,5.0,5.0
CSS-3161,CSS,12,2025-2026,2nd Semester,Female,3,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,Resources are adequate but not exceptional,It's fine but could be more engaging,The program meets basic expectations,True,192.168.23.82,87.73,2.79,3,16,1,2025-05-12T15:10:03.956706,2025-05-12T15:10:03.956706,3.25,3.75,3.75,4.0,4.0
CSS-8046,CSS,12,2025-2026,2nd Semester,Female,4,4,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,4,4,4,Some areas need improvement,Some areas need improvement,Learning pace is okay but could be better,True,192.168.73.232,89.02,2.56,3,8,2,2025-06-07T15:10:03.956706,2025-06-07T15:10:03.956706,3.5,3.5,4.0,3.75,3.75
CSS-8208,CSS,12,2025-2026,1st Semester,Female,3,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,It's fine but could be more engaging,It's fine but could be more engaging,Some areas need improvement,True,192.168.14.49,80.22,2.78,3,4,0,2025-07-08T15:10:03.956706,2025-07-08T15:10:03.956706,3.0,3.5,3.75,4.0,4.0
CSS-9108,CSS,12,2025-2026,2nd Semester,Male,4,3,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,3,3,3,4,Satisfactory learning environment,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.11.114,79.71,2.83,3,11,2,2025-06-29T15:10:03.956706,2025-06-29T15:10:03.956706,3.5,3.5,3.75,4.0,3.25
CSS-5654,CSS,11,2025-2026,2nd Semester,Male,3,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,3,3,4,4,Satisfactory learning environment,Some areas need improvement,Learning pace is okay but could be better,True,192.168.47.214,84.9,2.42,3,5,2,2025-09-22T15:10:03.956706,2025-09-22T15:10:03.956706,3.75,3.75,3.25,4.0,3.5
CSS-2258,CSS,11,2025-2026,1st Semester,Male,3,2,3,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,2,3,3,"Some good points, some areas for improvement",Need better mental health support services,Curriculum feels outdated and irrelevant,True,192.168.64.197,74.6,1.86,2,15,5,2025-09-09T15:10:03.956706,2025-09-09T15:10:03.956706,2.75,2.75,2.5,3.0,2.5
CSS-2737,CSS,12,2025-2026,2nd Semester,Female,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,2,Satisfactory learning environment,Limited support for struggling students,The learning pace is too fast for me,True,192.168.215.83,74.32,1.09,2,4,0,2025-05-26T15:10:03.956706,2025-05-26T15:10:03.956706,2.0,2.25,2.25,2.25,2.5
CSS-8423,CSS,11,2025-2026,2nd Semester,Prefer not to say,3,3,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,4,4,Satisfactory learning environment,The program meets basic expectations,Resources are adequate but not exceptional,True,192.168.84.243,90.49,2.34,3,18,0,2025-05-22T15:10:03.956706,2025-05-22T15:10:03.956706,3.5,3.75,3.5,4.0,3.75
CSS-7248,CSS,11,2025-2026,1st Semester,Female,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,"Some good points, some areas for improvement",Limited support for struggling students,Teaching methods need significant improvement,True,192.168.24.103,70.58,1.26,2,8,1,2025-06-25T15:10:03.956706,2025-06-25T15:10:03.956706,2.25,2.0,2.0,2.5,2.25
CSS-7592,CSS,11,2025-2026,1st Semester,Male,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Excellent facilities and resources available,The curriculum could be more relevant to real-world applications,The teaching quality is excellent and very engaging,True,192.168.73.166,97.57,3.57,4,20,0,2025-07-02T15:10:03.956706,2025-07-02T15:10:03.956706,4.75,5.0,5.0,5.0,5.0
CSS-7020,CSS,11,2025-2026,2nd Semester,Female,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,It's fine but could be more engaging,Satisfactory learning environment,"Some good points, some areas for improvement",True,192.168.132.52,81.72,2.83,3,15,1,2025-06-01T15:10:03.956706,2025-06-01T15:10:03.956706,3.5,3.5,4.0,4.0,3.25
CSS-4053,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,"Some good points, some areas for improvement","Some good points, some areas for improvement",It's fine but could be more engaging,True,192.168.112.162,84.83,2.44,3,13,0,2025-08-09T15:10:03.956706,2025-08-09T15:10:03.956706,4.0,3.75,3.5,4.0,3.75
CSS-8165,CSS,12,2025-2026,1st Semester,Male,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,Satisfactory learning environment,It's fine but could be more engaging,Learning pace is okay but could be better,True,192.168.21.233,84.96,2.44,3,15,1,2025-05-12T15:10:03.956706,2025-05-12T15:10:03.956706,3.5,3.5,3.75,4.0,3.75
CSS-2253,CSS,12,2025-2026,2nd Semester,Female,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Teachers are very supportive and understanding,Some improvements needed in teaching methods,Very satisfied with the overall learning experience,True,192.168.235.12,93.84,3.84,4,16,0,2025-06-09T15:10:03.956706,2025-06-09T15:10:03.956706,5.0,5.0,5.0,5.0,5.0
CSS-2339,CSS,12,2025-2026,2nd Semester,Male,3,3,4,3,4,4,3,4,3,4,3,3,4,4,4,4,3,4,4,3,4,Some improvements needed in teaching methods,The program meets basic expectations,"Some good points, some areas for improvement",True,192.168.197.129,83.28,2.2,3,0,0,2025-09-09T15:10:03.956706,2025-09-09T15:10:03.956706,3.25,3.75,3.25,4.0,3.5
CSS-5876,CSS,11,2025-2026,2nd Semester,Female,3,4,4,3,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,4,Learning pace is okay but could be better,The program meets basic expectations,The curriculum could be more relevant to real-world applications,True,192.168.81.151,83.15,2.29,3,14,2,2025-10-18T15:10:03.956706,2025-10-18T15:10:03.956706,3.5,4.0,3.5,3.75,3.75
CSS-5248,CSS,11,2025-2026,1st Semester,Male,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,4,4,Resources are adequate but not exceptional,Satisfactory learning environment,Learning pace is okay but could be better,True,192.168.224.173,88.19,2.67,3,3,1,2025-08-25T15:10:03.956706,2025-08-25T15:10:03.956706,3.25,4.0,3.5,3.5,3.75
CSS-7637,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,Excellent facilities and resources available,The curriculum could be more relevant to real-world applications,The teaching quality is excellent and very engaging,True,192.168.223.169,95.51,3.19,4,19,2,2025-09-15T15:10:03.956706,2025-09-15T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-1227,CSS,12,2025-2026,1st Semester,Male,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,"Some good points, some areas for improvement",Satisfactory learning environment,It's fine but could be more engaging,True,192.168.49.29,87.13,2.21,3,0,2,2025-09-03T15:10:03.956706,2025-09-03T15:10:03.956706,3.5,4.0,3.5,4.0,3.75
CSS-9824,CSS,11,2025-2026,2nd Semester,Female,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,3,2,3,2,3,2,Satisfactory learning environment,Resources and facilities need upgrading,Not enough practical hands-on experience,True,192.168.49.23,68.05,1.52,2,9,3,2025-06-19T15:10:03.956706,2025-06-19T15:10:03.956706,2.0,2.25,2.5,2.5,2.5
CSS-8724,CSS,11,2025-2026,2nd Semester,Prefer not to say,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,The curriculum could be more relevant to real-world applications,Some areas need improvement,Learning pace is okay but could be better,True,192.168.6.221,82.28,2.33,3,14,2,2025-06-08T15:10:03.956706,2025-06-08T15:10:03.956706,3.25,3.25,3.0,4.0,4.0
CSS-8074,CSS,12,2025-2026,1st Semester,Male,3,4,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,"Some good points, some areas for improvement",The program meets basic expectations,The curriculum could be more relevant to real-world applications,True,192.168.251.107,83.54,2.82,3,15,2,2025-07-03T15:10:03.956706,2025-07-03T15:10:03.956706,3.25,3.25,3.75,4.0,3.75
CSS-8993,CSS,12,2025-2026,2nd Semester,Female,4,3,4,3,4,4,3,4,3,3,3,3,4,4,4,4,4,3,4,4,4,The program meets basic expectations,Satisfactory learning environment,The curriculum could be more relevant to real-world applications,True,192.168.60.183,80.59,2.4,3,1,2,2025-09-27T15:10:03.956706,2025-09-27T15:10:03.956706,3.5,3.75,3.0,4.0,3.75
CSS-2915,CSS,12,2025-2026,2nd Semester,Female,4,4,3,4,3,3,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,Some areas need improvement,"Some good points, some areas for improvement",Some improvements needed in teaching methods,True,192.168.127.160,81.52,2.41,3,20,1,2025-05-06T15:10:03.956706,2025-05-06T15:10:03.956706,3.75,3.5,3.75,4.0,3.0
CSS-4802,CSS,11,2025-2026,2nd Semester,Male,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,Satisfactory learning environment,Not enough practical hands-on experience,Limited support for struggling students,True,192.168.130.57,74.66,1.92,2,18,5,2025-08-24T15:10:03.956706,2025-08-24T15:10:03.956706,2.75,2.5,2.75,3.0,3.0
CSS-6902,CSS,12,2025-2026,2nd Semester,Prefer not to say,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,3,2,2,2,"Some good points, some areas for improvement",Resources and facilities need upgrading,Not enough practical hands-on experience,True,192.168.204.121,71.27,1.4,2,5,4,2025-07-27T15:10:03.956706,2025-07-27T15:10:03.956706,2.0,2.25,2.75,2.0,2.25
CSS-9063,CSS,11,2025-2026,1st Semester,Male,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,Some improvements needed in teaching methods,The program meets basic expectations,Learning pace is okay but could be better,True,192.168.26.204,87.43,2.53,3,13,1,2025-06-24T15:10:03.956706,2025-06-24T15:10:03.956706,3.5,4.0,3.75,4.0,3.5
CSS-3598,CSS,12,2025-2026,2nd Semester,Male,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,3,4,The program meets basic expectations,Some areas need improvement,The curriculum could be more relevant to real-world applications,True,192.168.45.212,87.58,2.74,3,16,0,2025-07-18T15:10:03.956706,2025-07-18T15:10:03.956706,3.5,3.5,3.75,4.0,3.5
CSS-6575,CSS,11,2025-2026,1st Semester,Female,3,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,Some improvements needed in teaching methods,"Some good points, some areas for improvement",Average experience overall,True,192.168.201.91,86.07,2.28,3,1,2,2025-05-18T15:10:03.956706,2025-05-18T15:10:03.956706,3.5,3.5,3.5,4.0,4.0
CSS-8173,CSS,11,2025-2026,1st Semester,Other,2,3,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,"Some good points, some areas for improvement",Not satisfied with the learning environment,Need better mental health support services,True,192.168.205.118,71.85,1.16,2,3,0,2025-07-09T15:10:03.956706,2025-07-09T15:10:03.956706,2.5,2.25,2.25,2.75,2.25
CSS-4365,CSS,11,2025-2026,1st Semester,Female,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,3,3,3,4,Some improvements needed in teaching methods,"Some good points, some areas for improvement",The curriculum could be more relevant to real-world applications,True,192.168.234.93,82.9,2.42,3,5,2,2025-10-05T15:10:03.956706,2025-10-05T15:10:03.956706,3.75,3.5,3.75,4.0,3.0
CSS-3257,CSS,11,2025-2026,2nd Semester,Male,2,3,2,3,3,2,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,"Some good points, some areas for improvement",Resources and facilities need upgrading,The learning pace is too fast for me,True,192.168.32.218,80.32,1.6,2,6,3,2025-07-15T15:10:03.956706,2025-07-15T15:10:03.956706,2.5,2.5,2.75,3.0,2.25
CSS-2396,CSS,12,2025-2026,2nd Semester,Female,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,2,3,3,3,Satisfactory learning environment,Curriculum feels outdated and irrelevant,Resources and facilities need upgrading,True,192.168.69.96,73.97,1.83,2,13,2,2025-08-16T15:10:03.956706,2025-08-16T15:10:03.956706,2.75,3.0,2.75,3.25,2.75
CSS-7773,CSS,11,2025-2026,1st Semester,Female,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,2,3,3,Satisfactory learning environment,Not satisfied with the learning environment,Feel overwhelmed and unsupported,True,192.168.236.105,82.86,1.51,2,14,4,2025-10-10T15:10:03.956706,2025-10-10T15:10:03.956706,2.5,2.75,2.75,3.0,2.75
CSS-6157,CSS,11,2025-2026,1st Semester,Male,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,The curriculum could be more relevant to real-world applications,The program meets basic expectations,Learning pace is okay but could be better,True,192.168.103.252,89.81,2.6,3,5,1,2025-10-23T15:10:03.956706,2025-10-23T15:10:03.956706,3.0,4.0,3.75,4.0,3.75
CSS-5986,CSS,11,2025-2026,2nd Semester,Male,3,3,3,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,The curriculum could be more relevant to real-world applications,It's fine but could be more engaging,"Some good points, some areas for improvement",True,192.168.185.191,83.74,2.23,3,10,1,2025-05-17T15:10:03.956706,2025-05-17T15:10:03.956706,3.25,3.25,3.5,4.0,3.5
CSS-9919,CSS,12,2025-2026,2nd Semester,Female,2,3,3,2,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,3,"Some good points, some areas for improvement",Need better mental health support services,Not enough practical hands-on experience,True,192.168.160.202,77.72,1.75,2,19,5,2025-05-04T15:10:03.956706,2025-05-04T15:10:03.956706,2.5,2.75,2.5,3.0,2.75
CSS-6480,CSS,12,2025-2026,1st Semester,Male,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,"Some good points, some areas for improvement",Feel overwhelmed and unsupported,Curriculum feels outdated and irrelevant,True,192.168.100.186,72.06,1.59,2,4,4,2025-08-23T15:10:03.956706,2025-08-23T15:10:03.956706,3.0,2.5,2.75,3.0,3.0
CSS-3621,CSS,12,2025-2026,2nd Semester,Female,3,4,4,3,4,4,4,3,4,3,4,3,3,4,4,4,4,3,3,4,4,Some improvements needed in teaching methods,"Some good points, some areas for improvement",The program meets basic expectations,True,192.168.6.8,82.86,2.59,3,17,2,2025-09-17T15:10:03.956706,2025-09-17T15:10:03.956706,3.5,3.75,3.5,3.75,3.5
CSS-5255,CSS,11,2025-2026,1st Semester,Female,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,Resources are adequate but not exceptional,The program meets basic expectations,The program meets basic expectations,True,192.168.161.130,81.26,2.77,3,11,0,2025-07-07T15:10:03.956706,2025-07-07T15:10:03.956706,3.5,3.75,4.0,4.0,3.25
CSS-4868,CSS,11,2025-2026,2nd Semester,Male,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,Satisfactory learning environment,Resources and facilities need upgrading,Limited support for struggling students,True,192.168.207.191,82.66,1.93,3,18,4,2025-05-14T15:10:03.956706,2025-05-14T15:10:03.956706,3.0,3.0,3.0,3.25,3.0
CSS-3293,CSS,12,2025-2026,2nd Semester,Female,3,2,3,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2,2,3,3,"Some good points, some areas for improvement",Curriculum feels outdated and irrelevant,Teaching methods need significant improvement,True,192.168.183.97,73.72,1.77,2,16,5,2025-10-09T15:10:03.956706,2025-10-09T15:10:03.956706,2.75,2.75,2.75,3.25,2.25
CSS-7974,CSS,12,2025-2026,2nd Semester,Male,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,Very satisfied with the overall learning experience,Resources are adequate but not exceptional,The curriculum is relevant and well-structured,True,192.168.213.106,88.02,3.23,4,2,0,2025-07-04T15:10:03.956706,2025-07-04T15:10:03.956706,4.0,4.0,4.0,4.5,4.0
CSS-9622,CSS,12,2025-2026,1st Semester,Male,3,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,Learning pace is okay but could be better,The program meets basic expectations,Average experience overall,True,192.168.104.151,80.86,2.33,3,17,2,2025-05-17T15:10:03.956706,2025-05-17T15:10:03.956706,3.5,3.5,3.75,4.0,3.25
CSS-7830,CSS,12,2025-2026,2nd Semester,Female,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,3,3,2,"Some good points, some areas for improvement",Resources and facilities need upgrading,Feel overwhelmed and unsupported,True,192.168.211.42,73.56,1.12,2,4,4,2025-08-11T15:10:03.956706,2025-08-11T15:10:03.956706,2.25,2.0,2.25,2.75,2.5
CSS-1534,CSS,11,2025-2026,1st Semester,Female,4,4,3,4,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,4,Satisfactory learning environment,It's fine but could be more engaging,The program meets basic expectations,True,192.168.192.41,84.18,2.52,3,17,1,2025-06-03T15:10:03.956706,2025-06-03T15:10:03.956706,3.75,3.5,3.75,4.0,3.5
CSS-3511,CSS,12,2025-2026,2nd Semester,Male,4,4,3,4,4,3,3,4,3,3,4,3,4,4,4,4,3,4,3,4,4,It's fine but could be more engaging,Some areas need improvement,Some improvements needed in teaching methods,True,192.168.31.96,89.54,2.44,3,9,1,2025-06-01T15:10:03.956706,2025-06-01T15:10:03.956706,3.75,3.5,3.25,4.0,3.5
CSS-5999,CSS,12,2025-2026,1st Semester,Other,3,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,The curriculum could be more relevant to real-world applications,It's fine but could be more engaging,Learning pace is okay but could be better,True,192.168.228.73,81.44,2.47,3,6,0,2025-07-18T15:10:03.956706,2025-07-18T15:10:03.956706,3.25,3.5,3.75,4.0,3.75
CSS-6074,CSS,11,2025-2026,2nd Semester,Female,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,Very satisfied with the overall learning experience,Learning pace is okay but could be better,I feel supported in my learning journey,True,192.168.145.116,92.97,3.51,4,10,1,2025-09-04T15:10:03.956706,2025-09-04T15:10:03.956706,4.0,4.0,4.0,4.75,4.0
CSS-3440,CSS,12,2025-2026,2nd Semester,Female,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,3,"Some good points, some areas for improvement",Not enough practical hands-on experience,Not enough practical hands-on experience,True,192.168.222.187,84.11,1.78,2,10,0,2025-08-31T15:10:03.956706,2025-08-31T15:10:03.956706,2.75,2.75,2.75,3.0,2.5
CSS-8259,CSS,12,2025-2026,2nd Semester,Female,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,The program meets basic expectations,Feel overwhelmed and unsupported,Curriculum feels outdated and irrelevant,True,192.168.189.72,79.73,2.09,2,20,0,2025-10-08T15:10:03.956706,2025-10-08T15:10:03.956706,3.0,2.75,3.0,3.0,2.75
CSS-9877,CSS,11,2025-2026,1st Semester,Male,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,"Some good points, some areas for improvement",Limited support for struggling students,Not satisfied with the learning environment,True,192.168.148.194,78.69,1.72,2,1,4,2025-06-13T15:10:03.956706,2025-06-13T15:10:03.956706,3.0,2.5,2.5,3.0,2.75
CSS-5504,CSS,11,2025-2026,1st Semester,Prefer not to say,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,Satisfactory learning environment,"Some good points, some areas for improvement",The curriculum could be more relevant to real-world applications,True,192.168.202.53,84.78,2.95,3,7,2,2025-09-12T15:10:03.956706,2025-09-12T15:10:03.956706,3.5,3.5,4.0,4.0,3.25
CSS-1381,CSS,12,2025-2026,1st Semester,Female,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,4,The program meets basic expectations,"Some good points, some areas for improvement",Some areas need improvement,True,192.168.88.112,89.08,2.59,3,5,1,2025-09-27T15:10:03.956706,2025-09-27T15:10:03.956706,3.5,4.0,3.5,4.0,3.5
CSS-9876,CSS,11,2025-2026,1st Semester,Prefer not to say,2,2,3,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3,2,The program meets basic expectations,Feel overwhelmed and unsupported,Limited support for struggling students,True,192.168.44.74,70.59,1.24,2,4,1,2025-05-08T15:10:03.956706,2025-05-08T15:10:03.956706,2.25,2.25,2.5,3.0,2.25
